relationship_id	Interpro_Acc	Interpro_Name	Interpro_Short_Name	Interpro_Type	DGIDB_Human_Readable	Uniprot_Acc	Uniprot_Id	Uniprot_Protein_Name	Uniprot_Gene_Name	Uniprot_Evidence	Uniprot_Status	Entrez_Id	Ensembl_Id
P09093_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P09093	CEL3A_HUMAN	Chymotrypsin-like elastase family member 3A	CELA3A	1: Evidence at protein level	Swiss-Prot	10136	ENSG00000142789
Q13308_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q13308	PTK7_HUMAN	Inactive tyrosine-protein kinase 7	PTK7	1: Evidence at protein level	Swiss-Prot	5754	ENSG00000112655
Q13304_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q13304	GPR17_HUMAN	Uracil nucleotide/cysteinyl leukotriene receptor	GPR17	2: Evidence at transcript level	Swiss-Prot	2840	ENSG00000144230
P48594_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	P48594	SPB4_HUMAN	Serpin B4	SERPINB4	1: Evidence at protein level	Swiss-Prot	6318	ENSG00000206073
P02671_IPR002181	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular	Fibrinogen_a/b/g_C	Domain	Fibrinogen	P02671	FIBA_HUMAN	Fibrinopeptide A	FGA	1: Evidence at protein level	Swiss-Prot	2243	ENSG00000171560
P03999_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P03999	OPSB_HUMAN	Short-wave-sensitive opsin 1	OPN1SW	1: Evidence at protein level	Swiss-Prot	611	ENSG00000128617
Q92736_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q92736	RYR2_HUMAN	Ryanodine receptor 2	RYR2	1: Evidence at protein level	Swiss-Prot	6262	ENSG00000198626
Q96A70_IPR000183	IPR000183	Ornithine/DAP/Arg decarboxylase	Orn/DAP/Arg_de-COase	Family	N/A	Q96A70	ADC_HUMAN	Arginine decarboxylase	ADC	2: Evidence at transcript level	Swiss-Prot	113451	ENSG00000142920
O75493_IPR001148	IPR001148	Alpha carbonic anhydrase	Carbonic_anhydrase_a	Domain	N/A	O75493	CAH11_HUMAN	Carbonic anhydrase-related protein 11	CA11	1: Evidence at protein level	Swiss-Prot	770	ENSG00000063180
P24462_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P24462	CP3A7_HUMAN	Cytochrome P450 3A7	CYP3A7	1: Evidence at protein level	Swiss-Prot	1551	ENSG00000160870
Q6VVX0_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q6VVX0	CP2R1_HUMAN	Vitamin D 25-hydroxylase	CYP2R1	1: Evidence at protein level	Swiss-Prot	120227	ENSG00000186104; ENSG00000262968
P09237_IPR006026	IPR006026	Peptidase, metallopeptidase	Peptidase_Metallo	Domain	Protease	P09237	MMP7_HUMAN	Matrilysin	MMP7	1: Evidence at protein level	Swiss-Prot	4316	ENSG00000137673
O15021_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	O15021	MAST4_HUMAN	Microtubule-associated serine/threonine-protein kinase 4	MAST4	1: Evidence at protein level	Swiss-Prot	375449	ENSG00000069020
P51681_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P51681	CCR5_HUMAN	C-C chemokine receptor type 5	CCR5	1: Evidence at protein level	Swiss-Prot	1234	ENSG00000160791
Q9UBX7_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q9UBX7	KLK11_HUMAN	Kallikrein-11 inactive chain 1	KLK11	1: Evidence at protein level	Swiss-Prot	11012	ENSG00000167757
Q9UK32_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9UK32	KS6A6_HUMAN	Ribosomal protein S6 kinase alpha-6	RPS6KA6	1: Evidence at protein level	Swiss-Prot	27330	ENSG00000072133
Q9Y243_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9Y243	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	1: Evidence at protein level	Swiss-Prot	10000	ENSG00000117020
Q7Z5A4_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q7Z5A4	PRS42_HUMAN	Serine protease 42	PRSS42	2: Evidence at transcript level	Swiss-Prot	339906	ENSG00000178055
Q8N628_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8N628	OR2C3_HUMAN	Olfactory receptor 2C3	OR2C3	2: Evidence at transcript level	Swiss-Prot	81472	ENSG00000196242
O15438_IPR001140	IPR001140	ABC transporter, transmembrane domain	ABC_transptr_TM_dom	Domain	ABC Transporter	O15438	MRP3_HUMAN	Canalicular multispecific organic anion transporter 2	ABCC3	1: Evidence at protein level	Swiss-Prot	8714	ENSG00000108846
Q8IXQ6_IPR012317	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	Poly(ADP-ribose)pol_cat_dom	Domain	N/A	Q8IXQ6	PARP9_HUMAN	Poly [ADP-ribose] polymerase 9	PARP9	1: Evidence at protein level	Swiss-Prot	83666	ENSG00000138496
Q8NGG8_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGG8	OR8B3_HUMAN	Olfactory receptor 8B3	OR8B3	2: Evidence at transcript level	Swiss-Prot	390271	ENSG00000196661
P22455_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P22455	FGFR4_HUMAN	Fibroblast growth factor receptor 4	FGFR4	1: Evidence at protein level	Swiss-Prot	2264	ENSG00000160867
P13667_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	P13667	PDIA4_HUMAN	Protein disulfide-isomerase A4	PDIA4	1: Evidence at protein level	Swiss-Prot	9601	ENSG00000155660
Q8NGZ2_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGZ2	O14K1_HUMAN	Olfactory receptor 14K1	OR14K1	2: Evidence at transcript level	Swiss-Prot	N/A	ENSG00000153230
Q6UW02_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q6UW02	CP20A_HUMAN	Cytochrome P450 20A1	CYP20A1	1: Evidence at protein level	Swiss-Prot	57404	ENSG00000119004
P53355_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P53355	DAPK1_HUMAN	Death-associated protein kinase 1	DAPK1	1: Evidence at protein level	Swiss-Prot	1612	ENSG00000196730
Q01974_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q01974	ROR2_HUMAN	Tyrosine-protein kinase transmembrane receptor ROR2	ROR2	1: Evidence at protein level	Swiss-Prot	4920	ENSG00000169071
P42574_IPR002398	IPR002398	Peptidase C14, caspase precursor p45	Pept_C14_p45	Family	Protease	P42574	CASP3_HUMAN	Caspase-3 subunit p17	CASP3	1: Evidence at protein level	Swiss-Prot	836	ENSG00000164305
Q02338_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q02338	BDH_HUMAN	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	BDH1	1: Evidence at protein level	Swiss-Prot	622	ENSG00000161267
O60218_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	O60218	AK1BA_HUMAN	Aldo-keto reductase family 1 member B10	AKR1B10	1: Evidence at protein level	Swiss-Prot	57016	ENSG00000198074
P51955_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P51955	NEK2_HUMAN	Serine/threonine-protein kinase Nek2	NEK2	1: Evidence at protein level	Swiss-Prot	4751	ENSG00000117650
Q969V1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q969V1	MCHR2_HUMAN	Melanin-concentrating hormone receptor 2	MCHR2	1: Evidence at protein level	Swiss-Prot	84539	ENSG00000152034
Q5XPI4_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q5XPI4	RN123_HUMAN	E3 ubiquitin-protein ligase RNF123	RNF123	1: Evidence at protein level	Swiss-Prot	63891	ENSG00000164068
Q00536_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q00536	CDK16_HUMAN	Cyclin-dependent kinase 16	CDK16	1: Evidence at protein level	Swiss-Prot	5127	ENSG00000102225
P52333_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P52333	JAK3_HUMAN	Tyrosine-protein kinase JAK3	JAK3	1: Evidence at protein level	Swiss-Prot	3718	ENSG00000105639
O00591_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	O00591	GBRP_HUMAN	Gamma-aminobutyric acid receptor subunit pi	GABRP	1: Evidence at protein level	Swiss-Prot	2568	ENSG00000094755
Q96JD6_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	Q96JD6	AKCL2_HUMAN	1,5-anhydro-D-fructose reductase	AKR1E2	1: Evidence at protein level	Swiss-Prot	83592	ENSG00000165568
O00481_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	O00481	BT3A1_HUMAN	Butyrophilin subfamily 3 member A1	BTN3A1	1: Evidence at protein level	Swiss-Prot	11119	ENSG00000026950
Q16647_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	Q16647	PTGIS_HUMAN	Prostacyclin synthase	PTGIS	1: Evidence at protein level	Swiss-Prot	5740	ENSG00000124212
Q13202_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q13202	DUS8_HUMAN	Dual specificity protein phosphatase 8	DUSP8	2: Evidence at transcript level	Swiss-Prot	1850	ENSG00000184545
A6NMS3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A6NMS3	OR5K4_HUMAN	Olfactory receptor 5K4	OR5K4	2: Evidence at transcript level	Swiss-Prot	403278	ENSG00000196098
P19174_IPR001192	IPR001192	Phosphoinositide phospholipase C	Pinositol_PLipase_C	Family	Phospholipase	P19174	PLCG1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	PLCG1	1: Evidence at protein level	Swiss-Prot	5335	ENSG00000124181
Q7RTX1_IPR000337	IPR000337	GPCR, family 3	GPCR_3	Family	G Protein Coupled Receptor	Q7RTX1	TS1R1_HUMAN	Taste receptor type 1 member 1	TAS1R1	2: Evidence at transcript level	Swiss-Prot	80835	ENSG00000173662
Q8NEJ0_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q8NEJ0	DUS18_HUMAN	Dual specificity protein phosphatase 18	DUSP18	1: Evidence at protein level	Swiss-Prot	150290	ENSG00000167065
Q4VNC1_IPR006069	IPR006069	ATPase, P-type cation exchange, alpha subunit	ATPase_P-typ_cation-exchng_asu	Family	Ion Channel	Q4VNC1	AT134_HUMAN	Probable cation-transporting ATPase 13A4	ATP13A4	2: Evidence at transcript level	Swiss-Prot	84239	ENSG00000127249
Q9H205_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9H205	O2AG1_HUMAN	Olfactory receptor 2AG1	OR2AG1	2: Evidence at transcript level	Swiss-Prot	144125	ENSG00000170803
P31391_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P31391	SSR4_HUMAN	Somatostatin receptor type 4	SSTR4	2: Evidence at transcript level	Swiss-Prot	6754	ENSG00000132671
Q8N4C8_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q8N4C8	MINK1_HUMAN	Misshapen-like kinase 1	MINK1	1: Evidence at protein level	Swiss-Prot	50488	ENSG00000141503
P14555_IPR001211	IPR001211	Phospholipase A2, eukaryotic	PLipase_A2_euk	Family	Phospholipase	P14555	PA2GA_HUMAN	Phospholipase A2, membrane associated	PLA2G2A	1: Evidence at protein level	Swiss-Prot	5320	ENSG00000188257
P46094_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P46094	XCR1_HUMAN	Chemokine XC receptor 1	XCR1	1: Evidence at protein level	Swiss-Prot	2829	ENSG00000173578
P50993_IPR004014	IPR004014	ATPase, P-type cation-transporter, N-terminal	ATPase_P-typ_cation-transptr_N	Domain	Transporter 	P50993	AT1A2_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-2	ATP1A2	1: Evidence at protein level	Swiss-Prot	477	ENSG00000018625
P04818_IPR000398	IPR000398	Thymidylate synthase	Thymidylate_synthase	Family	N/A	P04818	TYSY_HUMAN	Thymidylate synthase	TYMS	1: Evidence at protein level	Swiss-Prot	7298	ENSG00000176890
Q7Z3T1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q7Z3T1	OR2W3_HUMAN	Olfactory receptor 2W3	OR2W3	2: Evidence at transcript level	Swiss-Prot	343171	ENSG00000238243
Q13936_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q13936	CAC1C_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1C	CACNA1C	1: Evidence at protein level	Swiss-Prot	775	ENSG00000151067
Q9Y320_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	Q9Y320	TMX2_HUMAN	Thioredoxin-related transmembrane protein 2	TMX2	1: Evidence at protein level	Swiss-Prot	51075	ENSG00000213593
Q14721_IPR005821	IPR005821	Ion transport domain	Ion_trans_dom	Domain	Ion Channel	Q14721	KCNB1_HUMAN	Potassium voltage-gated channel subfamily B member 1	KCNB1	1: Evidence at protein level	Swiss-Prot	3745	ENSG00000158445
P04070_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P04070	PROC_HUMAN	Vitamin K-dependent protein C light chain	PROC	1: Evidence at protein level	Swiss-Prot	5624	ENSG00000115718
P29322_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P29322	EPHA8_HUMAN	Ephrin type-A receptor 8	EPHA8	1: Evidence at protein level	Swiss-Prot	2046	ENSG00000070886
P16591_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P16591	FER_HUMAN	Tyrosine-protein kinase Fer	FER	1: Evidence at protein level	Swiss-Prot	2241	ENSG00000151422
Q9NPC1_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9NPC1	LT4R2_HUMAN	Leukotriene B4 receptor 2	LTB4R2	1: Evidence at protein level	Swiss-Prot	56413	ENSG00000213906
Q969P6_IPR001631	IPR001631	DNA topoisomerase I	TopoI	Family	N/A	Q969P6	TOP1M_HUMAN	DNA topoisomerase I, mitochondrial	TOP1MT	2: Evidence at transcript level	Swiss-Prot	116447	ENSG00000184428
Q12923_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q12923	PTN13_HUMAN	Tyrosine-protein phosphatase non-receptor type 13	PTPN13	1: Evidence at protein level	Swiss-Prot	5783	ENSG00000163629
Q9UKX5_IPR000413	IPR000413	Integrin alpha chain	Integrin_alpha	Family	N/A	Q9UKX5	ITA11_HUMAN	Integrin alpha-11	ITGA11	1: Evidence at protein level	Swiss-Prot	22801	ENSG00000137809
Q13585_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q13585	MTR1L_HUMAN	Melatonin-related receptor	GPR50	1: Evidence at protein level	Swiss-Prot	9248	ENSG00000102195
A3KFT3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	A3KFT3	OR2M5_HUMAN	Olfactory receptor 2M5	OR2M5	2: Evidence at transcript level	Swiss-Prot	127059	ENSG00000162727
P25021_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P25021	HRH2_HUMAN	Histamine H2 receptor	HRH2	2: Evidence at transcript level	Swiss-Prot	3274	ENSG00000113749
Q9NRW4_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q9NRW4	DUS22_HUMAN	Dual specificity protein phosphatase 22	DUSP22	1: Evidence at protein level	Swiss-Prot	56940	ENSG00000112679
Q9BRQ8_IPR001327	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain	Pyr_OxRdtase_NAD-bd_dom	Domain	N/A	Q9BRQ8	AIFM2_HUMAN	Apoptosis-inducing factor 2	AIFM2	1: Evidence at protein level	Swiss-Prot	84883	ENSG00000042286
P19971_IPR000312	IPR000312	Glycosyl transferase, family 3	Glycosyl_Trfase_fam3	Domain	N/A	P19971	TYPH_HUMAN	Thymidine phosphorylase	TYMP	1: Evidence at protein level	Swiss-Prot	1890	ENSG00000025708
P05141_IPR002113	IPR002113	Adenine nucleotide translocator 1	Aden_trnslctor	Family	N/A	P05141	ADT2_HUMAN	ADP/ATP translocase 2	SLC25A5	1: Evidence at protein level	Swiss-Prot	292	ENSG00000005022
Q9BY49_IPR000712	IPR000712	Apoptosis regulator, Bcl-2, BH	Bcl2_BH	Domain	N/A	Q9BY49	PECR_HUMAN	Peroxisomal trans-2-enoyl-CoA reductase	PECR	1: Evidence at protein level	Swiss-Prot	55825	ENSG00000115425
P23109_IPR001365	IPR001365	Adenosine/AMP deaminase domain	A/AMP_deaminase_dom	Domain	N/A	P23109	AMPD1_HUMAN	AMP deaminase 1	AMPD1	1: Evidence at protein level	Swiss-Prot	270	ENSG00000116748
P08861_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P08861	CEL3B_HUMAN	Chymotrypsin-like elastase family member 3B	CELA3B	1: Evidence at protein level	Swiss-Prot	23436	ENSG00000219073
Q9C098_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9C098	DCLK3_HUMAN	Serine/threonine-protein kinase DCLK3	DCLK3	1: Evidence at protein level	Swiss-Prot	85443	ENSG00000163673
P35523_IPR001807	IPR001807	Chloride channel, voltage gated	Cl-channel_volt-gated	Family	Ion Channel	P35523	CLCN1_HUMAN	Chloride channel protein 1	CLCN1	1: Evidence at protein level	Swiss-Prot	1180	ENSG00000188037
P11230_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	P11230	ACHB_HUMAN	Acetylcholine receptor subunit beta	CHRNB1	1: Evidence at protein level	Swiss-Prot	1140	ENSG00000170175
P31644_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	P31644	GBRA5_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-5	GABRA5	1: Evidence at protein level	Swiss-Prot	2558	ENSG00000186297
P07741_IPR000836	IPR000836	Phosphoribosyltransferase	PRibTrfase	Domain	N/A	P07741	APT_HUMAN	Adenine phosphoribosyltransferase	APRT	1: Evidence at protein level	Swiss-Prot	353	ENSG00000198931
Q13454_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	Q13454	TUSC3_HUMAN	Tumor suppressor candidate 3	TUSC3	1: Evidence at protein level	Swiss-Prot	7991	ENSG00000104723
P00739_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P00739	HPTR_HUMAN	Haptoglobin-related protein	HPR	1: Evidence at protein level	Swiss-Prot	3250	ENSG00000261701
Q13885_IPR000217	IPR000217	Tubulin	Tubulin	Family	N/A	Q13885	TBB2A_HUMAN	Tubulin beta-2A chain	TUBB2A	1: Evidence at protein level	Swiss-Prot	7280	ENSG00000137267
Q9UF33_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	Q9UF33	EPHA6_HUMAN	Ephrin type-A receptor 6	EPHA6	2: Evidence at transcript level	Swiss-Prot	285220	ENSG00000080224
Q695T7_IPR000175	IPR000175	Sodium:neurotransmitter symporter	Na/ntran_symport	Family	Transporter 	Q695T7	S6A19_HUMAN	Sodium-dependent neutral amino acid transporter B(0)AT1	SLC6A19	1: Evidence at protein level	Swiss-Prot	340024	ENSG00000174358
O14618_IPR001424	IPR001424	Superoxide dismutase, copper/zinc binding domain	SOD_Cu_Zn_dom	Domain	N/A	O14618	CCS_HUMAN	Copper chaperone for superoxide dismutase	CCS	1: Evidence at protein level	Swiss-Prot	9973	ENSG00000173992
Q16654_IPR003594	IPR003594	ATPase-like, ATP-binding domain	ATPase-like_ATP-bd	Domain	N/A	Q16654	PDK4_HUMAN	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial	PDK4	1: Evidence at protein level	Swiss-Prot	5166	ENSG00000004799
O00398_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O00398	P2Y10_HUMAN	Putative P2Y purinoceptor 10	P2RY10	2: Evidence at transcript level	Swiss-Prot	27334	ENSG00000078589
O76003_IPR013766	IPR013766	Thioredoxin domain	Thioredoxin_domain	Domain	Thioredoxin	O76003	GLRX3_HUMAN	Glutaredoxin-3	GLRX3	1: Evidence at protein level	Swiss-Prot	10539	ENSG00000108010
P13631_IPR000536	IPR000536	Nuclear hormone receptor, ligand-binding, core	Nucl_hrmn_rcpt_lig-bd_core	Domain	Nuclear Hormone Receptor	P13631	RARG_HUMAN	Retinoic acid receptor gamma	RARG	1: Evidence at protein level	Swiss-Prot	5916	ENSG00000172819
Q07001_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	Q07001	ACHD_HUMAN	Acetylcholine receptor subunit delta	CHRND	1: Evidence at protein level	Swiss-Prot	1144	ENSG00000135902
Q07864_IPR006172	IPR006172	DNA-directed DNA polymerase, family B	DNA-dir_DNA_pol_B	Family	Dna Directed Dna Polymerase	Q07864	DPOE1_HUMAN	DNA polymerase epsilon catalytic subunit A	POLE	1: Evidence at protein level	Swiss-Prot	5426	ENSG00000177084
P08519_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P08519	APOA_HUMAN	Apolipoprotein(a)	LPA	1: Evidence at protein level	Swiss-Prot	4018	ENSG00000198670
Q8NGN2_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGN2	O10S1_HUMAN	Olfactory receptor 10S1	OR10S1	2: Evidence at transcript level	Swiss-Prot	219873	ENSG00000196248
Q9C019_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q9C019	TRI15_HUMAN	Tripartite motif-containing protein 15	TRIM15	2: Evidence at transcript level	Swiss-Prot	89870	ENSG00000137384; ENSG00000204610; ENSG00000235259; ENSG00000227147; ENSG00000235960; ENSG00000235905; ENSG00000224145; ENSG00000233599
P28702_IPR000536	IPR000536	Nuclear hormone receptor, ligand-binding, core	Nucl_hrmn_rcpt_lig-bd_core	Domain	Nuclear Hormone Receptor	P28702	RXRB_HUMAN	Retinoic acid receptor RXR-beta	RXRB	1: Evidence at protein level	Swiss-Prot	6257	ENSG00000204231; ENSG00000206289; ENSG00000228333; ENSG00000235712; ENSG00000231321; ENSG00000227322
Q9Y6W6_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q9Y6W6	DUS10_HUMAN	Dual specificity protein phosphatase 10	DUSP10	1: Evidence at protein level	Swiss-Prot	11221	ENSG00000143507
Q8NH21_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH21	OR4F5_HUMAN	Olfactory receptor 4F5	OR4F5	2: Evidence at transcript level	Swiss-Prot	79501	ENSG00000186092
Q6V1X1_IPR001375	IPR001375	Peptidase S9, prolyl oligopeptidase, catalytic domain	Peptidase_S9	Domain	Protease	Q6V1X1	DPP8_HUMAN	Dipeptidyl peptidase 8	DPP8	1: Evidence at protein level	Swiss-Prot	54878	ENSG00000074603
Q6XZB0_IPR000734	IPR000734	Lipase	Lipase	Family	Lipase	Q6XZB0	LIPI_HUMAN	Lipase member I	LIPI	1: Evidence at protein level	Swiss-Prot	149998	ENSG00000188992
