gene_stable_id	display_id	description	HumanReadableName
ENSG00000186919	NP_851321.1	ligand-gated ion channel subunit [Source:RefSeq_peptide;Acc:NP_851321]	RussLampel
ENSG00000096433	ITPR3	Inositol 1,4,5-trisphosphate receptor type 3 (Type 3 inositol 1,4,5- trisphosphate receptor) (Type 3 InsP3 receptor) (IP3 receptor isoform 3) (InsP3R3). [Source:Uniprot/SWISSPROT;Acc:Q14573]	RussLampel
ENSG00000175658	Q8NGU3_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGW5]	RussLampel
ENSG00000157388	CACNA1D	Voltage-dependent L-type calcium channel alpha-1D subunit (Voltage- gated calcium channel alpha subunit Cav1.3) (Calcium channel, L type, alpha-1 polypeptide, isoform 2). [Source:Uniprot/SWISSPROT;Acc:Q01668]	RussLampel
ENSG00000196539	OR2TX_HUMAN	Olfactory receptor 2T? (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q8NH03]	RussLampel
ENSG00000186883	N/A	N/A	RussLampel
ENSG00000173213	N/A	N/A	RussLampel
ENSG00000112679	DUSP22	dual specificity phosphatase 22 [Source:RefSeq_peptide;Acc:NP_064570]	RussLampel
ENSG00000197943	PLCG2	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2 (EC 3.1.4.11) (Phosphoinositide phospholipase C) (PLC-gamma-2) (Phospholipase C-gamma-2) (PLC-IV). [Source:Uniprot/SWISSPROT;Acc:P16885]	RussLampel
ENSG00000184468	XP_495800.1	PREDICTED: similar to peptidylprolyl isomerase A isoform 1; cyclophilin A; peptidyl-prolyl cis-trans isomerase A; T cell cyclophilin; rotamase; cyclosporin A-binding protein [Source:RefSeq_peptide_predicted;Acc:XP_495800]	RussLampel
ENSG00000082556	OPRK1	Kappa-type opioid receptor (KOR-1). [Source:Uniprot/SWISSPROT;Acc:P41145]	RussLampel
ENSG00000125505	LENG4	leukocyte receptor cluster (LRC) member 4 protein [Source:RefSeq_peptide;Acc:NP_077274]	RussLampel
ENSG00000109424	UCP1	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Thermogenin). [Source:Uniprot/SWISSPROT;Acc:P25874]	RussLampel
ENSG00000120129	DUSP1	Dual specificity protein phosphatase 1 (EC 3.1.3.48) (EC 3.1.3.16) (MAP kinase phosphatase-1) (MKP-1) (Protein-tyrosine phosphatase CL100) (Dual specificity protein phosphatase hVH1). [Source:Uniprot/SWISSPROT;Acc:P28562]	RussLampel
ENSG00000184156	KCNQ3	Potassium voltage-gated channel subfamily KQT member 3 (Voltage-gated potassium channel subunit Kv7.3) (Potassium channel alpha subunit KvLQT3) (KQT-like 3). [Source:Uniprot/SWISSPROT;Acc:O43525]	RussLampel
ENSG00000197993	KEL	Kell blood group glycoprotein (EC 3.4.24.-) (CD238 antigen). [Source:Uniprot/SWISSPROT;Acc:P23276]	RussLampel
ENSG00000128881	TTBK2	tau tubulin kinase 2 [Source:RefSeq_peptide;Acc:NP_775771]	RussLampel
ENSG00000177807	KCNJ10	ATP-sensitive inward rectifier potassium channel 10 (Potassium channel, inwardly rectifying, subfamily J, member 10) (Inward rectifier K(+) channel Kir1.2) (ATP-dependent inwardly rectifying potassium channel Kir4.1). [Source:Uniprot/SWISSPROT;Acc:P78508]	RussLampel
ENSG00000142235	LMTK3	N/A	RussLampel
ENSG00000164291	NP_937793.1	N/A	RussLampel
ENSG00000167355	OR51B5	olfactory receptor, family 51, subfamily B, member 5 [Source:RefSeq_peptide;Acc:NP_001005567]	RussLampel
ENSG00000182319	Q86YV5_HUMAN	N/A	RussLampel
ENSG00000102996	MMP15	Matrix metalloproteinase-15 precursor (EC 3.4.24.-) (MMP-15) (Membrane-type matrix metalloproteinase 2) (MT-MMP 2) (MTMMP2) (Membrane-type-2 matrix metalloproteinase) (MT2-MMP) (MT2MMP) (SMCP- 2). [Source:Uniprot/SWISSPROT;Acc:P51511]	RussLampel
ENSG00000176274	NP_001012773.1	N/A	RussLampel
ENSG00000198829	SUCNR1	Probable G-protein coupled receptor 91 (P2Y purinoceptor 1-like). [Source:Uniprot/SWISSPROT;Acc:Q9BXA5]	RussLampel
ENSG00000164742	ADCY1	Adenylate cyclase, type I (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Ca(2+)/calmodulin activated adenylyl cyclase). [Source:Uniprot/SWISSPROT;Acc:Q08828]	RussLampel
ENSG00000109158	GABRA4	Gamma-aminobutyric-acid receptor alpha-4 subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:P48169]	RussLampel
ENSG00000196136	SERPINA3	Alpha-1-antichymotrypsin precursor (ACT). [Source:Uniprot/SWISSPROT;Acc:P01011]	RussLampel
ENSG00000182974	OR4M2	Olfactory receptor 4M2. [Source:Uniprot/SWISSPROT;Acc:Q8NGB6]	RussLampel
ENSG00000155287	SLC25A28	solute carrier family 25, member 28 [Source:RefSeq_peptide;Acc:NP_112489]	RussLampel
ENSG00000136807	CDK9	Cell division protein kinase 9 (EC 2.7.1.37) (Cyclin-dependent kinase 9) (Serine/threonine-protein kinase PITALRE) (C-2K) (Cell division cycle 2-like protein kinase 4). [Source:Uniprot/SWISSPROT;Acc:P50750]	RussLampel
ENSG00000187955	COL14A1	Collagen alpha 1(XIV) chain precursor (Undulin). [Source:Uniprot/SWISSPROT;Acc:Q05707]	RussLampel
ENSG00000175745	NR2F1	COUP transcription factor 1 (COUP-TF1) (COUP-TF I) (V-ERBA related protein EAR-3). [Source:Uniprot/SWISSPROT;Acc:P10589]	RussLampel
ENSG00000169006	NTSR2	Neurotensin receptor type 2 (NT-R-2) (Levocabastine-sensitive neurotensin receptor) (NTR2 receptor). [Source:Uniprot/SWISSPROT;Acc:O95665]	RussLampel
ENSG00000187008	PKD1L3	polycystin 1-like 3 [Source:RefSeq_peptide;Acc:NP_853514]	RussLampel
ENSG00000168418	KCNG4	Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4). [Source:Uniprot/SWISSPROT;Acc:Q8TDN1]	RussLampel
ENSG00000143921	ABCG8	ATP-binding cassette, sub-family G, member 8 (Sterolin-2). [Source:Uniprot/SWISSPROT;Acc:Q9H221]	RussLampel
ENSG00000114480	GBE1	1,4-alpha-glucan branching enzyme (EC 2.4.1.18) (Glycogen branching enzyme) (Brancher enzyme). [Source:Uniprot/SWISSPROT;Acc:Q04446]	RussLampel
ENSG00000089041	P2RX7	P2X purinoceptor 7 (ATP receptor) (P2X7) (Purinergic receptor) (P2Z receptor). [Source:Uniprot/SWISSPROT;Acc:Q99572]	RussLampel
ENSG00000172208	OR4X2	Olfactory receptor 4X2. [Source:Uniprot/SWISSPROT;Acc:Q8NGF9]	RussLampel
ENSG00000117834	N/A	N/A	RussLampel
ENSG00000125999	LPLC1_HUMAN	Long palate, lung and nasal epithelium carcinoma associated protein 1 precursor (Von Ebner minor salivary gland protein) (VEMSGP). [Source:Uniprot/SWISSPROT;Acc:Q8TDL5]	RussLampel
ENSG00000180871	IL8RB	High affinity interleukin-8 receptor B (IL-8R B) (CXCR-2) (GRO/MGSA receptor) (IL-8 receptor type 2) (CDw128b). [Source:Uniprot/SWISSPROT;Acc:P25025]	RussLampel
ENSG00000134830	GPR77	C5a anaphylatoxin chemotactic receptor C5L2. [Source:Uniprot/SWISSPROT;Acc:Q9P296]	RussLampel
ENSG00000197763	TXNRD3	TXNRD3 protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q86VQ6]	RussLampel
ENSG00000151079	KCNA6	Potassium voltage-gated channel subfamily A member 6 (Voltage-gated potassium channel subunit Kv1.6) (HBK2). [Source:Uniprot/SWISSPROT;Acc:P17658]	RussLampel
ENSG00000198211	TUBB3	Tubulin beta-3 chain (Tubulin beta-III) (Tubulin beta-4). [Source:Uniprot/SWISSPROT;Acc:Q13509]	RussLampel
ENSG00000135898	GPR55	Probable G-protein coupled receptor 55. [Source:Uniprot/SWISSPROT;Acc:Q9Y2T6]	RussLampel
ENSG00000125695	NP_001003787.1	protein kinase LYK5 isoform 1 [Source:RefSeq_peptide;Acc:NP_001003787]	RussLampel
ENSG00000186509	OR9Q1	Olfactory receptor 9Q1. [Source:Uniprot/SWISSPROT;Acc:Q8NGQ5]	RussLampel
ENSG00000167900	TK1	Thymidine kinase, cytosolic (EC 2.7.1.21). [Source:Uniprot/SWISSPROT;Acc:P04183]	RussLampel
ENSG00000153822	KCNJ16	Inward rectifier potassium channel 16 (Potassium channel, inwardly rectifying, subfamily J, member 16) (Inward rectifier K(+) channel Kir5.1). [Source:Uniprot/SWISSPROT;Acc:Q9NPI9]	RussLampel
ENSG00000181619	GPR135	Probable G-protein coupled receptor 135. [Source:Uniprot/SWISSPROT;Acc:Q8IZ08]	RussLampel
ENSG00000049192	ADAMTS6	ADAMTS-6 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 6) (ADAM-TS 6) (ADAM-TS6). [Source:Uniprot/SWISSPROT;Acc:Q9UKP5]	RussLampel
ENSG00000064547	EDG4	Lysophosphatidic acid receptor Edg-4 (LPA receptor 2) (LPA-2). [Source:Uniprot/SWISSPROT;Acc:Q9HBW0]	RussLampel
ENSG00000198963	RORB	Nuclear receptor ROR-beta (Nuclear receptor RZR-beta). [Source:Uniprot/SWISSPROT;Acc:Q92753]	RussLampel
ENSG00000185149	NPY2R	Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor). [Source:Uniprot/SWISSPROT;Acc:P49146]	RussLampel
ENSG00000182565	N/A	N/A	RussLampel
ENSG00000115216	NRBP	nuclear receptor binding protein [Source:RefSeq_peptide;Acc:NP_037524]	RussLampel
ENSG00000172752	Q8NA36_HUMAN	N/A	RussLampel
ENSG00000157211	NP_963840.1	N/A	RussLampel
ENSG00000135740	SLC9A5	Sodium/hydrogen exchanger 5 (Na(+)/H(+) exchanger 5) (NHE-5). [Source:Uniprot/SWISSPROT;Acc:Q14940]	RussLampel
ENSG00000170214	ADRA1B	Alpha-1B adrenergic receptor (Alpha 1B-adrenoceptor) (Alpha 1B- adrenoreceptor). [Source:Uniprot/SWISSPROT;Acc:P35368]	RussLampel
ENSG00000183334	N/A	N/A	RussLampel
ENSG00000163285	GABRG1	Gamma-aminobutyric-acid receptor gamma-1 subunit precursor (GABA(A) receptor). [Source:Uniprot/SWISSPROT;Acc:Q8N1C3]	RussLampel
ENSG00000179546	HTR1D	5-hydroxytryptamine 1D receptor (5-HT-1D) (Serotonin receptor 1D) (5- HT-1D-alpha). [Source:Uniprot/SWISSPROT;Acc:P28221]	RussLampel
ENSG00000189177	SLC6A10	Sodium- and chloride-dependent creatine transporter 2 (CT2) (Fragment). [Source:Uniprot/SWISSPROT;Acc:P53796]	RussLampel
ENSG00000187918	OR51I2	Olfactory receptor 51I2 (HOR5'beta12). [Source:Uniprot/SWISSPROT;Acc:Q9H344]	RussLampel
ENSG00000183765	CHEK2	Serine/threonine-protein kinase Chk2 (EC 2.7.1.37) (Cds1). [Source:Uniprot/SWISSPROT;Acc:O96017]	RussLampel
ENSG00000109758	HGFAC	Hepatocyte growth factor activator precursor (EC 3.4.21.-) (HGF activator) (HGFA). [Source:Uniprot/SWISSPROT;Acc:Q04756]	RussLampel
ENSG00000055955	ITIH4	Inter-alpha-trypsin inhibitor heavy chain H4 precursor (ITI heavy chain H4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (PK-120) (GP120) [Co	RussLampel
ENSG00000137745	MMP13	Collagenase 3 precursor (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13). [Source:Uniprot/SWISSPROT;Acc:P45452]	RussLampel
ENSG00000183454	GRIN2A	Glutamate [NMDA] receptor subunit epsilon 1 precursor (N-methyl D- aspartate receptor subtype 2A) (NR2A) (NMDAR2A) (hNR2A). [Source:Uniprot/SWISSPROT;Acc:Q12879]	RussLampel
ENSG00000167332	OR51E2	Olfactory receptor 51E2 (Prostate specific G-protein coupled receptor) (HPRAJ). [Source:Uniprot/SWISSPROT;Acc:Q9H255]	RussLampel
ENSG00000075886	TUBA2	Tubulin alpha-2 chain (Alpha-tubulin 2). [Source:Uniprot/SWISSPROT;Acc:Q13748]	RussLampel
ENSG00000187550	XP_372749.2	PREDICTED: similar to protein kinase Bsk146 [Source:RefSeq_peptide_predicted;Acc:XP_372749]	RussLampel
ENSG00000132437	DDC	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28) (AADC) (DOPA decarboxylase) (DDC). [Source:Uniprot/SWISSPROT;Acc:P20711]	RussLampel
ENSG00000182783	OR2T29	Olfactory receptor 2T5. [Source:Uniprot/SWISSPROT;Acc:Q8NH02]	RussLampel
ENSG00000116147	TNR	Tenascin-R precursor (TN-R) (Restrictin) (Janusin). [Source:Uniprot/SWISSPROT;Acc:Q92752]	RussLampel
ENSG00000139567	ACVRL1	Serine/threonine-protein kinase receptor R3 precursor (EC 2.7.1.37) (SKR3) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I). [Source:Uniprot/SWISSPROT;Acc:P37023]	RussLampel
ENSG00000143870	PDIA6	Protein disulfide-isomerase A6 precursor (EC 5.3.4.1) (Protein disulfide isomerase P5) (Thioredoxin domain containing protein 7). [Source:Uniprot/SWISSPROT;Acc:Q15084]	RussLampel
ENSG00000186191	LPLC4_HUMAN	Long palate, lung and nasal epithelium carcinoma associated protein 4 (RY2G5). [Source:Uniprot/SWISSPROT;Acc:P59827]	RussLampel
ENSG00000182012	Q8NGU0_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGU0]	RussLampel
ENSG00000149527	Q5TA87_HUMAN	Novel protein. [Source:Uniprot/SPTREMBL;Acc:Q5TA87]	RussLampel
ENSG00000105639	INSL3	Tyrosine-protein kinase JAK3 (EC 2.7.1.112) (Janus kinase 3) (JAK-3) (Leukocyte janus kinase) (L-JAK). [Source:Uniprot/SWISSPROT;Acc:P52333]	RussLampel
ENSG00000180138	CSNK1A1L	Casein kinase I, alpha-like isoform (EC 2.7.1.-) (CKI-alpha-like) (CK1). [Source:Uniprot/SWISSPROT;Acc:Q8N752]	RussLampel
ENSG00000131408	NR1H2	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear orphan receptor LXR-beta) (Ubiquitously-expressed nuclear receptor) (Nuclear receptor NER). [Source:Uniprot/SWISSPROT;Acc:P55055]	RussLampel
ENSG00000170890	PLA2G1B	Phospholipase A2 precursor (EC 3.1.1.4) (Phosphatidylcholine 2- acylhydrolase) (Group IB phospholipase A2). [Source:Uniprot/SWISSPROT;Acc:P04054]	RussLampel
ENSG00000110711	AIP	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor- interacting protein) (Immunophilin homolog ARA9) (HBV-X associated protein 2). [Source:Uniprot/SWISSPROT;Acc:O00170]	RussLampel
ENSG00000105851	PIK3CG	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform (EC 2.7.1.153) (PI3-kinase p110 subunit gamma) (PtdIns- 3-kinase p110) (PI3K) (PI3Kgamma). [Source:Uniprot/SWISSPROT;Acc:P48736]	RussLampel
ENSG00000174126	N/A	N/A	RussLampel
ENSG00000182442	N/A	N/A	RussLampel
ENSG00000179087	MGAM	Maltase-glucoamylase, intestinal [Includes: Maltase (EC 3.2.1.20) (Alpha-glucosidase); Glucoamylase (EC 3.2.1.3) (Glucan 1,4-alpha- glucosidase)]. [Source:Uniprot/SWISSPROT;Acc:O43451]	RussLampel
ENSG00000143466	IKBKE	Inhibitor of nuclear factor kappa-B kinase epsilon subunit (EC 2.7.1.-) (I kappa-B kinase epsilon) (IkBKE) (IKK-epsilon) (IKK-E) (Inducible I kappa-B kinase) (IKK-i). [Source:Uniprot/SWISSPROT;Acc:Q14164]	RussLampel
ENSG00000139679	P2RY5	P2Y purinoceptor 5 (P2Y5) (Purinergic receptor 5) (RB intron encoded G-protein coupled receptor). [Source:Uniprot/SWISSPROT;Acc:P43657]	RussLampel
ENSG00000008086	CDKL5	Serine/threonine-protein kinase 9 (EC 2.7.1.37) (Cyclin-dependent kinase-like 5). [Source:Uniprot/SWISSPROT;Acc:O76039]	RussLampel
ENSG00000196326	NP_001007537.1	aldo-keto reductase family 1, member C-like 1 [Source:RefSeq_peptide;Acc:NP_001007537]	RussLampel
ENSG00000142920	DCOP_HUMAN	Ornithine decarboxylase-like protein (EC 4.1.1.17) (ODC-paralogue) (ODC-p). [Source:Uniprot/SWISSPROT;Acc:Q96A70]	RussLampel
ENSG00000187701	OR2T27	olfactory receptor, family 2, subfamily T, member 27 [Source:RefSeq_peptide;Acc:NP_001001824]	RussLampel
ENSG00000074803	SLC12A1	Solute carrier family 12, member 1 (Bumetanide-sensitive sodium- (potassium)-chloride cotransporter 2) (Kidney-specific Na-K-Cl symporter). [Source:Uniprot/SWISSPROT;Acc:Q13621]	RussLampel
ENSG00000188668	N/A	N/A	RussLampel
ENSG00000101336	HCK	Tyrosine-protein kinase HCK (EC 2.7.1.112) (p59-HCK/p60-HCK) (Hemopoietic cell kinase). [Source:Uniprot/SWISSPROT;Acc:P08631]	RussLampel
ENSG00000188716	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:RefSeq_peptide;Acc:NP_001003892]	RussLampel
ENSG00000019186	CYP24A1	Cytochrome P450 24A1, mitochondrial precursor (EC 1.14.-.-) (P450- CC24) (Vitamin D(3) 24-hydroxylase) (1,25-dihydroxyvitamin D(3) 24- hydroxylase) (24-OHase). [Source:Uniprot/SWISSPROT;Acc:Q07973]	RussLampel
ENSG00000112499	SLC22A2	solute carrier family 22 member 2 isoform a [Source:RefSeq_peptide;Acc:NP_003049]	RussLampel
ENSG00000148702	HABP2	hyaluronan binding protein 2 [Source:RefSeq_peptide;Acc:NP_004123]	RussLampel
ENSG00000070159	PTPN3	Tyrosine-protein phosphatase, non-receptor type 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase H1) (PTP-H1). [Source:Uniprot/SWISSPROT;Acc:P26045]	RussLampel
ENSG00000074603	DPP8	Dipeptidyl peptidase 8 (EC 3.4.14.5) (Dipeptidyl peptidase VIII) (DP8) (Prolyl dipeptidase DPP8) (Dipeptidyl peptidase IV-related protein 1) (DPRP-1). [Source:Uniprot/SWISSPROT;Acc:Q6V1X1]	RussLampel
ENSG00000187805	GCGR	Glucagon receptor precursor (GL-R). [Source:Uniprot/SWISSPROT;Acc:P47871]	RussLampel
ENSG00000132518	GUCY2D	Retinal guanylyl cyclase 1 precursor (EC 4.6.1.2) (Guanylate cyclase 2D, retinal) (RETGC-1) (Rod outer segment membrane guanylate cyclase) (ROS-GC). [Source:Uniprot/SWISSPROT;Acc:Q02846]	RussLampel
ENSG00000176299	OR4M1	Olfactory receptor 4M1. [Source:Uniprot/SWISSPROT;Acc:Q8NGD0]	RussLampel
ENSG00000129455	KLK9	Kallikrein 9 precursor (EC 3.4.21.-) (Kallikrein-like protein 3) (KLK- L3). [Source:Uniprot/SWISSPROT;Acc:Q9UKQ9]	RussLampel
ENSG00000103222	ABCC1	Multidrug resistance-associated protein 1 (ATP-binding cassette, sub- family C, member 1). [Source:Uniprot/SWISSPROT;Acc:P33527]	RussLampel
ENSG00000143799	PARP1	Poly [ADP-ribose] polymerase-1 (EC 2.4.2.30) (PARP-1) (ADPRT) (NAD(+) ADP-ribosyltransferase-1) (Poly[ADP-ribose] synthetase-1). [Source:Uniprot/SWISSPROT;Acc:P09874]	RussLampel
ENSG00000101076	HNF4A	Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Transcription factor HNF-4) (Transcription factor 14). [Source:Uniprot/SWISSPROT;Acc:P41235]	RussLampel
ENSG00000198032	N/A	N/A	RussLampel
ENSG00000183299	N/A	N/A	RussLampel
ENSG00000172381	OR6Q1	Olfactory receptor 6Q1. [Source:Uniprot/SWISSPROT;Acc:Q8NGQ2]	RussLampel
ENSG00000198254	N/A	N/A	RussLampel
ENSG00000176136	MC5R	Melanocortin-5 receptor (MC5-R) (MC-2). [Source:Uniprot/SWISSPROT;Acc:P33032]	RussLampel
ENSG00000161509	GRIN2C	Glutamate [NMDA] receptor subunit epsilon 3 precursor (N-methyl D- aspartate receptor subtype 2C) (NR2C) (NMDAR2C). [Source:Uniprot/SWISSPROT;Acc:Q14957]	RussLampel
ENSG00000041880	PARP3	Poly [ADP-ribose] polymerase-3 (EC 2.4.2.30) (PARP-3) (NAD(+) ADP- ribosyltransferase-3) (Poly[ADP-ribose] synthetase-3) (pADPRT-3) (hPARP-3) (IRT1). [Source:Uniprot/SWISSPROT;Acc:Q9Y6F1]	RussLampel
ENSG00000176219	OR11H6	Olfactory receptor 11H6. [Source:Uniprot/SWISSPROT;Acc:Q8NGC7]	RussLampel
ENSG00000021488	SLC7A9	B(0,+)-type amino acid transporter 1 (B(0,+)AT) (Glycoprotein- associated amino acid transporter b0,+AT1). [Source:Uniprot/SWISSPROT;Acc:P82251]	RussLampel
ENSG00000172769	OR5B3	Olfactory receptor 5B13. [Source:Uniprot/SWISSPROT;Acc:Q8NH48]	RussLampel
ENSG00000144820	GPR128	Probable G-protein coupled receptor 128 precursor. [Source:Uniprot/SWISSPROT;Acc:Q96K78]	RussLampel
ENSG00000102096	PIM2	Serine/threonine-protein kinase Pim-2 (EC 2.7.1.37) (Pim-2h). [Source:Uniprot/SWISSPROT;Acc:Q9P1W9]	RussLampel
ENSG00000152104	PTPN14	Tyrosine-protein phosphatase, non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase pez). [Source:Uniprot/SWISSPROT;Acc:Q15678]	RussLampel
ENSG00000132911	NMUR2	neuromedin U receptor 2 [Source:RefSeq_peptide;Acc:NP_064552]	RussLampel
ENSG00000119688	ABCD4	ATP-binding cassette, sub-family D, member 4 (Peroxisomal membrane protein 69) (PMP69) (Peroxisomal membrane protein 1-like) (PXMP1-L) (P70R). [Source:Uniprot/SWISSPROT;Acc:O14678]	RussLampel
ENSG00000150967	ABCB9	ATP-binding cassette, sub-family B, member 9 precursor (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (TAP-like protein) (TAPL) (hABCB9). [Source:Uniprot/SWISSPROT;Acc:Q9NP78]	RussLampel
ENSG00000125255	SLC10A2	Ileal sodium/bile acid cotransporter (Ileal Na(+)/bile acid cotransporter) (Na(+) dependent ileal bile acid transporter) (Ileal sodium-dependent bile acid transporter) (ISBT) (Sodium/taurocholate cotransporting polypeptide, ileal). [Source:Uniprot/SWISSPR	RussLampel
ENSG00000183134	GPR44	Putative G-protein coupled receptor 44 (Chemoattractant receptor- homologous molecule expressed on Th2 cells). [Source:Uniprot/SWISSPROT;Acc:Q9Y5Y4]	RussLampel
ENSG00000176890	TYMS	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase). [Source:Uniprot/SWISSPROT;Acc:P04818]	RussLampel
ENSG00000113712	CSNK1A1	Casein kinase I, alpha isoform (EC 2.7.1.-) (CKI-alpha) (CK1). [Source:Uniprot/SWISSPROT;Acc:P48729]	RussLampel
ENSG00000173992	CCS	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone). [Source:Uniprot/SWISSPROT;Acc:O14618]	RussLampel
ENSG00000163823	CCR1	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (Macrophage inflammatory protein-1 alpha receptor) (MIP-1alpha-R) (RANTES-R) (HM145) (LD78 receptor). [Source:Uniprot/SWISSPROT;Acc:P32246]	RussLampel
ENSG00000188257	PLA2G2A	Phospholipase A2, membrane associated precursor (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Group IIA phospholipase A2) (GIIC sPLA2) (Non-pancreatic secretory phospholipase A2) (NPS-PLA2). [Source:Uniprot/SWISSPROT;Acc:P14555]	RussLampel
ENSG00000184741	Q8NH20_HUMAN	Seven transmembrane helix receptor (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q8NH20]	RussLampel
ENSG00000183251	OR51B4	Olfactory receptor 51B4 (HOR5'beta1). [Source:Uniprot/SWISSPROT;Acc:Q9Y5P0]	RussLampel
ENSG00000170989	EDG1	Sphingosine 1-phosphate receptor Edg-1 (Sphingosine 1-phosphate receptor 1) (S1P1). [Source:Uniprot/SWISSPROT;Acc:P21453]	RussLampel
ENSG00000166363	OR10A5	Olfactory receptor 10A5 (HP3) (Olfactory receptor-like protein JCG6). [Source:Uniprot/SWISSPROT;Acc:Q9H207]	RussLampel
ENSG00000132470	ITGB4	Integrin beta-4 precursor (GP150) (CD104 antigen). [Source:Uniprot/SWISSPROT;Acc:P16144]	RussLampel
ENSG00000103653	CSK	Tyrosine-protein kinase CSK (EC 2.7.1.112) (C-SRC kinase) (Protein- tyrosine kinase CYL). [Source:Uniprot/SWISSPROT;Acc:P41240]	RussLampel
ENSG00000134716	CYP2J2	Cytochrome P450 2J2 (EC 1.14.14.1) (CYPIIJ2) (Arachidonic acid epoxygenase). [Source:Uniprot/SWISSPROT;Acc:P51589]	RussLampel
ENSG00000164733	CTSB	Cathepsin B precursor (EC 3.4.22.1) (Cathepsin B1) (APP secretase) (APPS). [Source:Uniprot/SWISSPROT;Acc:P07858]	RussLampel
ENSG00000138592	USP8	Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.1.2.15) (Ubiquitin thiolesterase 8) (Ubiquitin-specific processing protease 8) (Deubiquitinating enzyme 8) (hUBPy). [Source:Uniprot/SWISSPROT;Acc:P40818]	RussLampel
ENSG00000164604	GPR85	Probable G-protein coupled receptor 85 (Super conserved receptor expressed in brain 2). [Source:Uniprot/SWISSPROT;Acc:P60893]	RussLampel
ENSG00000135677	GNS	N-acetylglucosamine-6-sulfatase precursor (EC 3.1.6.14) (G6S) (Glucosamine-6-sulfatase). [Source:Uniprot/SWISSPROT;Acc:P15586]	RussLampel
ENSG00000196839	ADA	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase). [Source:Uniprot/SWISSPROT;Acc:P00813]	RussLampel
